5,375984933;5,50606927
5,404108828;5,818663759
5,555339925;5,265504679
5,573204062;5,21939774
5,599312761;5,510455228
5,606035843;5,542742736
5,633096043;5,36805602
5,672441718;5,930875234
5,687283721;4,997864688
5,693534411;5,202504263
5,695943448;5,939334217
5,727717741;5,591608706
5,743500415;5,555424629
5,749716307;5,384403715
5,752715989;5,354073516
5,767282461;5,414695318
5,834832201;5,314282529
5,835688387;5,46179665
5,839588199;5,160835929
5,845022277;5,629415857
5,845425136;5,812068102
5,846640245;5,262692826
5,850138218;5,577343388
5,855502996;5,367010254
5,856246363;5,091301351
5,876610679;5,190285372
5,878251879;5,07849755
5,88020833;5,227585572
5,880979561;5,051757603
5,882214895;5,632761433
5,885485579;5,34825637
5,885992877;5,529023264
5,88894927;5,832453125
5,88978409;4,981908138
5,889854752;5,929445587
5,890255093;5,418974743
5,891575954;5,961681611
5,894008617;5,211586131
5,894192545;5,511279138
5,896340143;5,553711153
5,91098118;5,049405722
5,912790261;5,156301403
5,913622914;5,342983005
5,91692466;5,447043558
5,91826778;5,09251254
5,922319238;5,940083357
5,922625512;5,554357345
5,925018174;5,043961244
5,92597285;5,477079433
5,934437747;4,953898483
5,93483396;6,206336753
5,93515503;5,029830696
5,935735141;5,348886223
5,936244925;5,681135828
5,93844926;5,326777458
5,939969261;5,340643332
5,941744488;5,829120731
5,943555795;4,946501197
5,947554061;5,394345771
5,953165953;5,71508949
5,953616988;5,571257002
5,953663492;5,816634561
5,955210558;5,291217189
5,956147729;5,486596824
5,956368994;5,402890174
5,964923131;5,423359886
5,965843622;5,186666841
5,965854859;5,548652373
5,968904963;5,27395028
5,970497499;5,852281392
5,972871384;5,192069898
5,982791782;5,463509798
5,982863962;5,345771042
5,98409703;5,442309282
5,985104941;6,108873985
5,985248438;5,813734711
5,986344654;5,150533948
5,986383255;5,554145115
5,987119586;5,674893029
5,989779;5,514689259
5,991885849;5,223083673
5,994748082;5,234952279
5,995912075;4,979523384
5,9996353;5,468729151
6,000543261;5,846800994
6,003172952;4,978737736
6,007066815;5,181647154
6,009821552;5,52200619
6,010686161;5,127110078
6,011546261;5,325368065
6,013216961;5,27738186
6,01340575;6,077775337
6,014126397;5,250559586
6,015678651;5,507460084
6,018155999;4,927178568
6,018564973;5,564136594
6,021417271;5,311179194
6,023796267;5,383686234
6,025360577;6,186931372
6,025689482;4,630749235
6,027702667;5,232866236
6,027855462;5,363998084
6,028705636;5,3048156
6,030937558;5,90291841
6,031037645;5,65148107
6,033633182;4,930464862
6,03494797;5,096457202
6,035108354;5,995933076
6,038090473;5,254606193
6,041100902;5,360496016
6,041936496;5,392607651
6,044904899;4,913254466
6,045788859;5,076720551
6,047521012;5,800019192
6,048177514;6,083569198
6,050394731;5,163617979
6,051504127;5,237585008
6,053003755;5,246466517
6,053777235;5,572488165
6,055202853;5,681468483
6,056343203;5,241850788
6,05948917;5,707566645
6,060313535;5,268283952
6,065874462;6,025856919
6,067948396;5,074321528
6,068190662;5,101165544
6,073720716;5,867450749
6,074028156;5,768254999
6,074044017;5,59002846
6,074368735;5,397139367
6,075727002;5,743318341
6,07847781;5,905878429
6,078723992;5,762031441
6,078867058;5,238164961
6,081340881;5,621878695
6,081496394;5,009591627
6,08256751;5,314368113
6,082575998;6,394617047
6,082600373;5,419398968
6,085830423;5,330622441
6,085968657;5,600137349
6,086269995;4,996767171
6,08671709;5,561866983
6,086739292;5,184982006
6,090241469;5,066846216
6,090316088;5,18658037
6,090598258;5,464425291
6,091119819;5,263677616
6,091129172;5,765617337
6,09157306;5,282094589
6,092561773;5,440980466
6,094264597;5,284019771
6,095009957;5,158209503
6,09871359;5,756384612
6,099126296;5,490441712
6,099943719;5,683887408
6,10144483;5,284056114
6,101585295;5,75317581
6,101896465;5,541463284
6,103406702;5,385720574
6,104548614;5,535678775
6,104716949;5,171995391
6,105430892;5,67023005
6,108847375;5,215945269
6,109095092;5,685621692
6,110169298;5,180429575
6,111645681;5,016669643
6,114115594;5,257946974
6,115528339;5,737889686
6,116361438;4,756425824
6,117647473;5,921321871
6,11984308;5,571360332
6,120586882;5,730145647
6,125177844;5,327841403
6,125651402;6,240643646
6,126147199;5,111685755
6,128455049;4,832596245
6,129482591;5,440182747
6,130186567;5,014977236
6,131433576;5,619539874
6,13208995;5,526577098
6,133337532;5,415504789
6,134113395;5,111265359
6,134355997;5,660031088
6,13443519;5,520437025
6,135556587;5,578753443
6,135670056;5,542532535
6,136146462;5,468551496
6,136667144;4,817713901
6,138502974;5,901746731
