6,033;7,422
6,034;7,158
6,056;7,553
6,068;7,54
6,093;6,481
6,118;6,24
6,146;7,143
6,165;7,587
6,178;6,824
6,201;7,073
6,229;5,897
6,233;7,555
6,234;6,235
6,254;5,932
6,255;8,065
6,32;7,311
6,354;8,3
6,376;6,171
6,403;6,922
6,404;7,114
6,418;6,525
6,427;6,605
6,452;8,529
6,5;6,802
6,524;8,309
6,535;7,449
6,538;8,109
6,539;5,275
6,541;8,433
6,545;5,163
6,55;5,96
6,56;5,269
6,566;7,124
6,569;5,085
6,57;6,109
6,574;5,939
6,579;6,989
6,58;5,07
6,585;6,277
6,585;8,311
6,597;6,166
6,615;4,97
6,628;6,313
6,666;8,257
6,715;5,526
6,761;5,78
6,774;6,623
6,785;6,938
6,793;6,389
6,814;9,032
6,814;9,305
6,825;6,129
6,868;7,734
6,875;5,974
6,879;7,131
6,882;8,419
6,896;7,547
6,922;8,531
6,924;5,196
6,938;4,583
6,952;7,512
6,952;8,107
6,961;5,891
6,985;9,405
6,991;8,356
7;5,076
7,004;5,077
7,004;8,446
7,004;9,123
7,022;5,942
7,035;5,826
7,037;6,347
7,062;4,398
7,073;9,503
7,075;8,057
7,088;7,197
7,095;5,163
7,095;9,031
7,1;4,314
7,104;5,666
7,11;4,395
7,111;8,232
7,141;5,831
7,154;9,784
7,162;5,745
7,167;4,611
7,187;5,646
7,198;8,261
7,211;4,832
7,226;6,445
7,26;8,407
7,279;5,52
7,314;8,303
7,351;5,337
7,359;5,22
7,367;9,264
7,371;4,741
7,384;9,263
7,392;9,775
7,397;5,498
7,409;7,835
7,426;7,427
7,43;6,824
7,43;7,291
7,454;4,25
7,464;9,59
7,467;8,63
7,478;4,573
7,487;7,463
7,488;8,137
7,505;9,192
7,516;4,036
7,523;6,921
7,529;5,434
7,53;4,819
7,542;7,357
7,56;5,317
7,565;4,377
7,574;5,262
7,593;5,792
7,607;4,598
7,63;6,997
7,641;4,028
7,646;3,783
7,646;9,757
7,651;6,752
7,658;6,764
7,666;6,057
7,683;8,751
7,687;4,026
7,696;9,268
7,71;7,193
7,722;9,172
7,727;8,286
7,733;5,028
7,735;9,838
7,742;8,244
7,753;7,664
7,756;9,629
7,76;6,8
7,767;8,755
7,778;8,229
7,779;3,686
7,781;4,738
7,789;8,821
7,795;8,05
7,81;4,974
7,814;4,569
7,826;6,318
7,834;9,583
7,848;6,927
7,877;4,647
7,889;4,227
7,891;9,998
7,908;6,493
7,912;7,282
7,918;8,867
7,946;9,099
7,96;5,466
7,96;9,844
7,961;4,564
7,961;7,253
7,979;3,684
8,007;4,461
8,018;8,552
8,024;10,01
8,024;10,257
8,044;8,836
8,051;6,506
8,057;10,442
8,059;5,476
8,073;4,293
8,073;9,208
8,081;4,652
8,106;7,016
8,114;4,871
8,127;8,933
