3,952;-3,974
3,997;-3,949
3,63;-3,938
4,195;-3,937
4,298;-3,932
3,706;-3,912
3,19;-3,871
3,866;-3,848
4,905;-3,847
3,264;-3,839
4,314;-3,837
4,108;-3,835
3,861;-3,835
4,508;-3,822
3,786;-3,818
4,577;-3,812
4,119;-3,805
5,004;-3,777
4,241;-3,774
3,237;-3,769
4,766;-3,766
4,075;-3,745
4,155;-3,741
3,704;-3,735
4,398;-3,73
5,072;-3,727
4,178;-3,712
3,38;-3,71
3,901;-3,701
4,112;-3,689
3,105;-3,684
5,18;-3,681
3,257;-3,677
3,523;-3,67
3,114;-3,642
3,014;-3,64
3,766;-3,638
2,999;-3,631
4,401;-3,619
4,243;-3,616
2,893;-3,616
2,983;-3,613
5,28;-3,612
4,464;-3,607
3,945;-3,604
3,58;-3,602
4,596;-3,601
2,869;-3,591
2,874;-3,583
4,29;-3,582
4,004;-3,559
4,778;-3,558
2,958;-3,553
3,183;-3,548
5,537;-3,543
4,545;-3,541
2,781;-3,54
3,628;-3,513
4,789;-3,512
3,469;-3,504
3,822;-3,491
2,59;-3,487
4,388;-3,486
4,582;-3,482
5,016;-3,479
4,959;-3,474
4,302;-3,473
4,243;-3,468
4,779;-3,465
4,127;-3,46
4,288;-3,451
5,597;-3,451
3,827;-3,45
5,358;-3,45
2,454;-3,45
4,416;-3,449
5,535;-3,443
4,958;-3,441
4,247;-3,439
2,39;-3,435
2,533;-3,432
3,646;-3,425
4,188;-3,423
3,586;-3,42
2,32;-3,411
3,498;-3,404
4,598;-3,385
3,991;-3,385
5,456;-3,381
3,076;-3,378
4,814;-3,374
4,549;-3,372
3,373;-3,37
5,596;-3,366
2,591;-3,365
2,577;-3,353
5,844;-3,342
3,718;-3,339
3,577;-3,339
3,191;-3,334
3,131;-3,331
5,849;-3,329
2,524;-3,327
3,151;-3,309
5,318;-3,307
5,58;-3,306
4,455;-3,303
4,979;-3,3
5,385;-3,297
4,774;-3,293
3,344;-3,292
2,119;-3,291
4,507;-3,289
5,397;-3,285
2,174;-3,282
3,852;-3,282
4,988;-3,279
2,133;-3,273
4,918;-3,256
5,888;-3,253
3,163;-3,251
5,008;-3,245
5,659;-3,243
5,9;-3,243
2,209;-3,238
5,409;-3,238
3,354;-3,232
5,871;-3,231
3,765;-3,228
5,333;-3,227
2,183;-3,226
5,09;-3,223
3,302;-3,219
2,891;-3,215
4,122;-3,214
2,641;-3,209
4,037;-3,205
3,535;-3,198
4,674;-3,198
4,547;-3,197
2,264;-3,197
4,94;-3,191
3,105;-3,182
4,492;-3,182
5,221;-3,179
4,276;-3,165
2,356;-3,164
2,759;-3,159
3,33;-3,158
3,594;-3,157
4,823;-3,154
5,768;-3,152
2,616;-3,151
5,114;-3,148
4,071;-3,135
5,728;-3,132
3,024;-3,13
1,893;-3,121
4,714;-3,121
2,573;-3,121
3,977;-3,12
5,248;-3,113
3,875;-3,112
4,156;-3,107
4,357;-3,103
3,401;-3,095
2,484;-3,09
4,302;-3,089
4,384;-3,086
5,043;-3,084
5,44;-3,083
5,073;-3,078
2,613;-3,053
3,036;-3,053
2,48;-3,045
4,869;-3,03
5,106;-3,027
4,826;-3,026
5,453;-3,023
3,793;-3,012
4,423;-3,009
3,949;-3,008
5,625;-3,007
2,748;-2,997
2,266;-2,985
2,493;-2,983
3,431;-2,981
3,287;-2,98
4,662;-2,977
3,685;-2,977
2,519;-2,976
4,408;-2,964
3,508;-2,963
2,637;-2,959
6,219;-2,954
4,292;-2,952
4,462;-2,952
5,971;-2,952
4,622;-2,951
4,084;-2,949
4,012;-2,947
4,273;-2,946
3,079;-2,946
5,951;-2,944
3,799;-2,938
2,013;-2,937
4,932;-2,937
5,834;-2,934
2,302;-2,933
